player_name,team_abbr,position,position_family,overall,trait_grade,trait_delta_vs_madden,performance_grade,performance_weight,macabets_rating,final_delta_vs_madden,rating_source
Colston Loveland,CHI,TE,TE,84.0,82.09,-1.9099999999999966,87.91605839416059,0.1366666666666667,82.89,-1.1099999999999994,Madden 27 + nflverse performance
Dalton Schultz,HOU,TE,TE,84.0,82.37,-1.6299999999999955,89.17518248175183,0.1766666666666666,83.57,-0.4300000000000068,Madden 27 + nflverse performance
Tyler Warren,IND,TE,TE,83.0,81.34,-1.6599999999999966,92.1094890510949,0.1866666666666666,83.35,0.3499999999999943,Madden 27 + nflverse performance
T.J. Hockenson,MIN,TE,TE,83.0,81.14,-1.8599999999999994,84.85401459854015,0.11,81.55,-1.4500000000000028,Madden 27 + nflverse performance
Jake Ferguson,DAL,TE,TE,82.0,80.11,-1.8900000000000006,92.28102189781022,0.17,82.18,0.18000000000000682,Madden 27 + nflverse performance
Kyle Pitts Sr,ATL,TE,TE,81.0,79.09,-1.9099999999999966,91.2919708029197,0.1966666666666666,81.49,0.4899999999999949,Madden 27 + nflverse performance
Dalton Kincaid,BUF,TE,TE,81.0,79.39,-1.6099999999999994,86.07299270072994,0.0816666666666666,79.94,-1.0600000000000023,Madden 27 + nflverse performance
Harold Fannin Jr,CLE,TE,TE,80.0,78.51,-1.4899999999999949,92.55474452554743,0.1783333333333333,81.01,1.0100000000000051,Madden 27 + nflverse performance
David Njoku,LAC,TE,TE,80.0,78.4,-1.5999999999999943,82.11678832116789,0.08,78.7,-1.2999999999999972,Madden 27 + nflverse performance
Juwan Johnson,NO,TE,TE,79.0,77.29,-1.7099999999999937,89.36131386861317,0.17,79.34,0.3400000000000034,Madden 27 + nflverse performance
Pat Freiermuth,PIT,TE,TE,79.0,78.13,-0.8700000000000045,84.9014598540146,0.09,78.74,-0.2600000000000051,Madden 27 + nflverse performance
Cole Kmet,CHI,TE,TE,78.0,77.33,-0.6700000000000017,80.87956204379563,0.08,77.61,-0.39000000000000057,Madden 27 + nflverse performance
Evan Engram,DEN,TE,TE,78.0,76.62,-1.3799999999999955,84.51824817518248,0.1266666666666666,77.62,-0.37999999999999545,Madden 27 + nflverse performance
Mike Gesicki,CIN,TE,TE,77.0,76.02,-0.980000000000004,80.00364963503651,0.0699999999999999,76.3,-0.7000000000000028,Madden 27 + nflverse performance
Brenton Strange,JAX,TE,TE,77.0,76.27,-0.730000000000004,85.42335766423358,0.1,77.19,0.18999999999999773,Madden 27 + nflverse performance
Theo Johnson,NYG,TE,TE,77.0,76.02,-0.980000000000004,87.03649635036497,0.1233333333333333,77.38,0.37999999999999545,Madden 27 + nflverse performance
Dawson Knox,BUF,TE,TE,76.0,75.1,-0.9000000000000057,83.94160583941607,0.0816666666666666,75.82,-0.18000000000000682,Madden 27 + nflverse performance
Darnell Washington,PIT,TE,TE,76.0,74.99,-1.0100000000000051,79.23357664233576,0.0716666666666666,75.29,-0.7099999999999937,Madden 27 + nflverse performance
Chigoziem Okonkwo,WAS,TE,TE,76.0,74.8,-1.2000000000000028,,0.0,74.8,-1.2000000000000028,Madden 27 baseline
Oronde Gadsden,LAC,TE,TE,75.0,74.27,-0.730000000000004,86.7043795620438,0.1149999999999999,75.7,0.7000000000000028,Madden 27 + nflverse performance
Isaiah Likely,NYG,TE,TE,75.0,74.11,-0.8900000000000006,77.80291970802921,0.06,74.33,-0.6700000000000017,Madden 27 + nflverse performance
A.J. Barner,SEA,TE,TE,75.0,74.4,-0.5999999999999943,89.57664233576642,0.1133333333333333,76.12,1.1200000000000045,Madden 27 + nflverse performance
Cade Otton,TB,TE,TE,75.0,74.86,-0.14000000000000057,84.25547445255475,0.135,76.13,1.1299999999999955,Madden 27 + nflverse performance
Austin Hooper,ATL,TE,TE,74.0,73.66,-0.3400000000000034,77.47445255474453,0.0433333333333333,73.83,-0.1700000000000017,Madden 27 + nflverse performance
Tyler Higbee,LA,TE,TE,74.0,73.81,-0.18999999999999773,79.57299270072993,0.06,74.16,0.1599999999999966,Madden 27 + nflverse performance
Mason Taylor,NYJ,TE,TE,74.0,73.86,-0.14000000000000057,81.007299270073,0.1083333333333333,74.63,0.6299999999999955,Madden 27 + nflverse performance
Kenyon Sadiq,NYJ,TE,TE,74.0,73.41,-0.5900000000000034,,0.0,73.41,-0.5900000000000034,Madden 27 baseline
Noah Gray,KC,TE,TE,73.0,72.62,-0.37999999999999545,71.22627737226277,0.0616666666666666,72.53,-0.46999999999999886,Madden 27 + nflverse performance
Colby Parkinson,LA,TE,TE,73.0,73.11,0.10999999999999943,86.08029197080292,0.0933333333333333,74.32,1.3199999999999932,Madden 27 + nflverse performance
Josh Oliver,MIN,TE,TE,73.0,73.09,0.09000000000000341,76.32116788321169,0.0316666666666666,73.19,0.18999999999999773,Madden 27 + nflverse performance
Noah Fant,NO,TE,TE,73.0,72.48,-0.519999999999996,80.9124087591241,0.0683333333333333,73.06,0.060000000000002274,Madden 27 + nflverse performance
Tommy Tremble,CAR,TE,TE,72.0,72.12,0.12000000000000455,78.41605839416059,0.0616666666666666,72.51,0.5100000000000051,Madden 27 + nflverse performance
Tyler Conklin,DET,TE,TE,72.0,71.84,-0.1599999999999966,66.75182481751825,0.0166666666666666,71.76,-0.23999999999999488,Madden 27 + nflverse performance
Foster Moreau,HOU,TE,TE,72.0,72.09,0.09000000000000341,63.68613138686132,0.0166666666666666,71.95,-0.04999999999999716,Madden 27 + nflverse performance
Michael Mayer,LV,TE,TE,72.0,72.16,0.1599999999999966,79.55474452554745,0.0833333333333333,72.78,0.7800000000000011,Madden 27 + nflverse performance
Eli Stowers,PHI,TE,TE,72.0,71.39,-0.6099999999999994,,0.0,71.39,-0.6099999999999994,Madden 27 baseline
Jake Tonges,SF,TE,TE,72.0,71.77,-0.23000000000000398,82.63138686131387,0.0766666666666666,72.6,0.5999999999999943,Madden 27 + nflverse performance
Adam Trautman,DEN,TE,TE,71.0,71.18,0.18000000000000682,74.52919708029198,0.0383333333333333,71.31,0.3100000000000023,Madden 27 + nflverse performance
Mo Alie-Cox,IND,TE,TE,71.0,71.37,0.37000000000000455,72.13868613138686,0.0333333333333333,71.4,0.4000000000000057,Madden 27 + nflverse performance
Chris Manhertz,NYG,TE,TE,71.0,70.18,-0.8199999999999932,55.5985401459854,0.0033333333333333,70.13,-0.8700000000000045,Madden 27 + nflverse performance
Elijah Arroyo,SEA,TE,TE,71.0,71.02,0.01999999999999602,74.07664233576642,0.0433333333333333,71.15,0.15000000000000568,Madden 27 + nflverse performance
Gunnar Helm,TEN,TE,TE,71.0,70.95,-0.04999999999999716,82.3138686131387,0.0916666666666666,71.99,0.9899999999999949,Madden 27 + nflverse performance
Durham Smythe,BAL,TE,TE,70.0,70.59,0.5900000000000034,60.3029197080292,0.01,70.49,0.4899999999999949,Madden 27 + nflverse performance
Ja'Tavion Sanders,CAR,TE,TE,70.0,69.72,-0.28000000000000114,75.89416058394161,0.0566666666666666,70.07,0.06999999999999318,Madden 27 + nflverse performance
Luke Musgrave,GB,TE,TE,70.0,70.38,0.37999999999999545,72.14598540145985,0.0516666666666666,70.47,0.46999999999999886,Madden 27 + nflverse performance
Terrance Ferguson,LA,TE,TE,70.0,70.23,0.23000000000000398,76.86496350364965,0.0416666666666666,70.51,0.5100000000000051,Madden 27 + nflverse performance
Max Klare,LA,TE,TE,70.0,70.44,0.4399999999999977,,0.0,70.44,0.4399999999999977,Madden 27 baseline
Greg Dulcich,MIA,TE,TE,70.0,69.76,-0.23999999999999488,75.98175182481752,0.055,70.1,0.09999999999999432,Madden 27 + nflverse performance
Daniel Bellinger,TEN,TE,TE,70.0,70.55,0.5499999999999972,77.64233576642336,0.0433333333333333,70.86,0.8599999999999994,Madden 27 + nflverse performance
Mitchell Evans,CAR,TE,TE,69.0,69.52,0.519999999999996,77.36861313868613,0.0416666666666666,69.85,0.8499999999999943,Madden 27 + nflverse performance
Luke Schoonmaker,DAL,TE,TE,69.0,69.38,0.37999999999999545,68.75547445255475,0.0383333333333333,69.36,0.35999999999999943,Madden 27 + nflverse performance
Josh Whyle,GB,TE,TE,69.0,69.39,0.39000000000000057,65.32116788321169,0.01,69.35,0.3499999999999943,Madden 27 + nflverse performance
Jared Wiley,KC,TE,TE,69.0,69.4,0.4000000000000057,54.58029197080292,0.0016666666666666,69.38,0.37999999999999545,Madden 27 + nflverse performance
Ian Thomas,LV,TE,TE,69.0,69.42,0.4200000000000017,67.08029197080292,0.0216666666666666,69.37,0.37000000000000455,Madden 27 + nflverse performance
Grant Calcaterra,PHI,TE,TE,69.0,69.18,0.18000000000000682,68.56204379562044,0.0216666666666666,69.17,0.1700000000000017,Madden 27 + nflverse performance
Kylen Granson,TEN,TE,TE,69.0,69.07,0.06999999999999318,62.46350364963504,0.015,68.97,-0.030000000000001137,Madden 27 + nflverse performance
Ben Sinnott,WAS,TE,TE,69.0,69.12,0.12000000000000455,70.52554744525548,0.0216666666666666,69.15,0.15000000000000568,Madden 27 + nflverse performance
Elijah Higgins,ARI,TE,TE,68.0,67.69,-0.3100000000000023,74.16058394160585,0.0616666666666666,68.09,0.09000000000000341,Madden 27 + nflverse performance
Jackson Hawes,BUF,TE,TE,68.0,68.44,0.4399999999999977,76.46715328467154,0.0316666666666666,68.69,0.6899999999999977,Madden 27 + nflverse performance
Drew Sample,CIN,TE,TE,68.0,68.91,0.9099999999999966,73.7080291970803,0.0333333333333333,69.07,1.0699999999999932,Madden 27 + nflverse performance
Tanner Hudson,CIN,TE,TE,68.0,68.68,0.6800000000000068,75.39416058394161,0.04,68.95,0.9500000000000028,Madden 27 + nflverse performance
Erick All Jr,CIN,TE,TE,68.0,68.52,0.519999999999996,,0.0,68.52,0.519999999999996,Madden 27 baseline
Justin Joly,DEN,TE,TE,68.0,68.5,0.5,,0.0,68.5,0.5,Madden 27 baseline
Brevin Jordan,HOU,TE,TE,68.0,68.49,0.4899999999999949,,0.0,68.49,0.4899999999999949,Madden 27 baseline
Charlie Kolar,LAC,TE,TE,68.0,68.33,0.3299999999999983,72.92700729927007,0.025,68.44,0.4399999999999977,Madden 27 + nflverse performance
Jeremy Ruckert,NYJ,TE,TE,68.0,68.91,0.9099999999999966,74.76277372262774,0.0483333333333333,69.19,1.1899999999999977,Madden 27 + nflverse performance
Johnny Mundt,PHI,TE,TE,68.0,68.63,0.6299999999999955,66.95620437956204,0.0316666666666666,68.58,0.5799999999999983,Madden 27 + nflverse performance
Cade Stover,HOU,TE,TE,67.0,67.89,0.8900000000000006,67.74452554744525,0.0266666666666666,67.89,0.8900000000000006,Madden 27 + nflverse performance
Nate Boerkircher,JAX,TE,TE,67.0,67.43,0.4300000000000068,,0.0,67.43,0.4300000000000068,Madden 27 baseline
Davis Allen,LA,TE,TE,67.0,67.58,0.5799999999999983,78.44890510948906,0.055,68.18,1.1800000000000068,Madden 27 + nflverse performance
Albert Okwuegbunam,LV,TE,TE,67.0,67.54,0.5400000000000063,61.46715328467154,0.01,67.48,0.480000000000004,Madden 27 + nflverse performance
Oscar Delp,NO,TE,TE,67.0,67.74,0.7399999999999949,,0.0,67.74,0.7399999999999949,Madden 27 baseline
Jelani Woods,NYJ,TE,TE,67.0,67.65,0.6500000000000057,55.40145985401459,0.005,67.59,0.5900000000000034,Madden 27 + nflverse performance
Robert Tonyan,PIT,TE,TE,67.0,67.95,0.9500000000000028,54.021897810218974,0.0016666666666666,67.93,0.9300000000000068,Madden 27 + nflverse performance
Eric Saubert,SEA,TE,TE,67.0,67.79,0.7900000000000063,61.21897810218978,0.0116666666666666,67.71,0.7099999999999937,Madden 27 + nflverse performance
Shane Zylstra,BUF,TE,TE,66.0,66.48,0.480000000000004,59.27372262773723,0.0083333333333333,66.42,0.4200000000000017,Madden 27 + nflverse performance
Jack Endries,CIN,TE,TE,66.0,66.9,0.9000000000000057,,0.0,66.9,0.9000000000000057,Madden 27 baseline
Joe Royer,CLE,TE,TE,66.0,67.01,1.0100000000000051,,0.0,67.01,1.0100000000000051,Madden 27 baseline
Connor Heyward,LV,TE,TE,66.0,66.74,0.7399999999999949,67.43630573248409,0.025,66.76,0.7600000000000051,Madden 27 + nflverse performance
John Bates,WAS,TE,TE,66.0,67.01,1.0100000000000051,70.49270072992701,0.0266666666666666,67.1,1.0999999999999943,Madden 27 + nflverse performance
Tip Reiman,ARI,TE,TE,65.0,66.03,1.0300000000000011,58.96350364963503,0.0083333333333333,65.97,0.9699999999999989,Madden 27 + nflverse performance
Charlie Woerner,ATL,TE,TE,65.0,66.37,1.3700000000000045,63.01094890510949,0.015,66.32,1.3199999999999932,Madden 27 + nflverse performance
James Mitchell,CAR,TE,TE,65.0,65.87,0.8700000000000045,59.14598540145985,0.005,65.84,0.8400000000000034,Madden 27 + nflverse performance
Sam Roush,CHI,TE,TE,65.0,66.06,1.0600000000000023,,0.0,66.06,1.0600000000000023,Madden 27 baseline
Brevyn Spann-Ford,DAL,TE,TE,65.0,66.07,1.0699999999999932,68.9963503649635,0.0216666666666666,66.13,1.1299999999999955,Madden 27 + nflverse performance
Brock Wright,DET,TE,TE,65.0,66.57,1.5699999999999932,73.64233576642336,0.0366666666666666,66.83,1.8299999999999983,Madden 27 + nflverse performance
Drew Ogletree,IND,TE,TE,65.0,66.09,1.0900000000000034,,0.0,66.09,1.0900000000000034,Madden 27 baseline
Will Mallory,IND,TE,TE,65.0,65.72,0.7199999999999989,56.06934306569343,0.0016666666666666,65.7,0.7000000000000028,Madden 27 + nflverse performance
Hunter Long,JAX,TE,TE,65.0,66.2,1.2000000000000028,71.86496350364963,0.0283333333333333,66.36,1.3599999999999994,Madden 27 + nflverse performance
Tanner Koziol,JAX,TE,TE,65.0,66.02,1.019999999999996,,0.0,66.02,1.019999999999996,Madden 27 baseline
Will Kacmarek,MIA,TE,TE,65.0,66.29,1.2900000000000063,,0.0,66.29,1.2900000000000063,Madden 27 baseline
Jaheim Bell,PIT,TE,TE,65.0,65.74,0.7399999999999949,,0.0,65.74,0.7399999999999949,Madden 27 baseline
Ko Kieft,TB,TE,TE,65.0,66.13,1.1299999999999955,51.51824817518248,0.0,66.13,1.1299999999999955,Madden 27 baseline
Matthew Hibner,BAL,TE,TE,64.0,65.4,1.4000000000000057,,0.0,65.4,1.4000000000000057,Madden 27 baseline
Josh Cuevas,BAL,TE,TE,64.0,65.16,1.1599999999999966,,0.0,65.16,1.1599999999999966,Madden 27 baseline
Brenden Bates,CLE,TE,TE,64.0,65.44,1.4399999999999977,61.33211678832117,0.0083333333333333,65.41,1.4099999999999966,Madden 27 + nflverse performance
Jack Stoll,CLE,TE,TE,64.0,65.37,1.3700000000000045,66.63138686131387,0.0183333333333333,65.39,1.3900000000000006,Madden 27 + nflverse performance
Anthony Firkser,DET,TE,TE,64.0,65.65,1.6500000000000057,63.61313868613138,0.0166666666666666,65.62,1.6200000000000045,Madden 27 + nflverse performance
Luke Lachey,GB,TE,TE,64.0,65.36,1.3599999999999994,,0.0,65.36,1.3599999999999994,Madden 27 baseline
Marlin Klein,HOU,TE,TE,64.0,65.34,1.3400000000000034,,0.0,65.34,1.3400000000000034,Madden 27 baseline
Gavin Bartholomew,MIN,TE,TE,64.0,65.09,1.0900000000000034,,0.0,65.09,1.0900000000000034,Madden 27 baseline
Eli Raridon,NE,TE,TE,64.0,65.26,1.2600000000000051,,0.0,65.26,1.2600000000000051,Madden 27 baseline
Nick Vannett,SEA,TE,TE,64.0,65.6,1.5999999999999943,,0.0,65.6,1.5999999999999943,Madden 27 baseline
Luke Farrell,SF,TE,TE,64.0,65.48,1.480000000000004,71.07664233576642,0.0233333333333333,65.61,1.6099999999999994,Madden 27 + nflverse performance
Payne Durham,TB,TE,TE,64.0,65.19,1.1899999999999977,56.75182481751824,0.0066666666666666,65.13,1.1299999999999955,Madden 27 + nflverse performance
Lawrence Cager,WAS,TE,TE,64.0,64.93,0.9300000000000068,,0.0,64.93,0.9300000000000068,Madden 27 baseline
Teagan Quitoriano,ARI,TE,TE,63.0,64.74,1.7399999999999949,51.51824817518248,0.0,64.74,1.7399999999999949,Madden 27 baseline
Michael Trigg,DAL,TE,TE,63.0,64.37,1.3700000000000045,,0.0,64.37,1.3700000000000045,Madden 27 baseline
Dallen Bentley,DEN,TE,TE,63.0,64.32,1.3199999999999932,,0.0,64.32,1.3199999999999932,Madden 27 baseline
Lucas Krull,DEN,TE,TE,63.0,64.23,1.230000000000004,57.70437956204378,0.0066666666666666,64.19,1.1899999999999977,Madden 27 + nflverse performance
Sean McKeon,IND,TE,TE,63.0,64.67,1.6700000000000017,,0.0,64.67,1.6700000000000017,Madden 27 baseline
Quintin Morris,JAX,TE,TE,63.0,64.2,1.2000000000000028,66.98175182481752,0.015,64.24,1.2399999999999949,Madden 27 + nflverse performance
Jake Briningstool,KC,TE,TE,63.0,64.6,1.5999999999999943,,0.0,64.6,1.5999999999999943,Madden 27 baseline
Seydou Traore,MIA,TE,TE,63.0,64.25,1.25,,0.0,64.25,1.25,Madden 27 baseline
Julian Hill,NE,TE,TE,63.0,64.67,1.6700000000000017,68.82481751824818,0.0333333333333333,64.81,1.8100000000000023,Madden 27 + nflverse performance
Brayden Willis,SF,TE,TE,63.0,64.55,1.5499999999999972,52.17518248175183,0.0016666666666666,64.53,1.5300000000000011,Madden 27 + nflverse performance
Bauer Sharp,TB,TE,TE,63.0,64.2,1.2000000000000028,,0.0,64.2,1.2000000000000028,Madden 27 baseline
Keleki Latu,BUF,TE,TE,62.0,63.33,1.3299999999999983,60.259124087591246,0.0066666666666666,63.31,1.3100000000000023,Madden 27 + nflverse performance
Carsen Ryan,CLE,TE,TE,62.0,63.61,1.6099999999999994,,0.0,63.61,1.6099999999999994,Madden 27 baseline
Blake Whiteheart,CLE,TE,TE,62.0,63.52,1.5200000000000031,57.127737226277375,0.01,63.46,1.4600000000000009,Madden 27 + nflverse performance
Nate Adkins,DEN,TE,TE,62.0,63.65,1.6499999999999986,66.87956204379562,0.0183333333333333,63.71,1.7100000000000009,Madden 27 + nflverse performance
John Michael Gyllenborg,KC,TE,TE,62.0,63.5,1.5,,0.0,63.5,1.5,Madden 27 baseline
Rohan Jones,LA,TE,TE,62.0,63.59,1.5900000000000034,,0.0,63.59,1.5900000000000034,Madden 27 baseline
Dan Villari,LA,TE,TE,62.0,63.38,1.3800000000000026,,0.0,63.38,1.3800000000000026,Madden 27 baseline
Ben Sims,MIA,TE,TE,62.0,63.36,1.3599999999999994,60.41605839416057,0.01,63.33,1.3299999999999983,Madden 27 + nflverse performance
Benjamin Yurosek,MIN,TE,TE,62.0,63.5,1.5,,0.0,63.5,1.5,Madden 27 baseline
CJ Dippre,NE,TE,TE,62.0,63.89,1.8900000000000006,,0.0,63.89,1.8900000000000006,Madden 27 baseline
Moliki Matavao,NO,TE,TE,62.0,63.82,1.8200000000000003,56.55109489051094,0.0033333333333333,63.8,1.7999999999999972,Madden 27 + nflverse performance
Devin Culp,TB,TE,TE,62.0,63.08,1.0799999999999983,58.68248175182482,0.0016666666666666,63.07,1.0700000000000003,Madden 27 + nflverse performance
David Martin-Robinson,TEN,TE,TE,62.0,63.63,1.6300000000000026,64.5912408759124,0.01,63.64,1.6400000000000006,Madden 27 + nflverse performance
Cam Grandy,CIN,TE,TE,61.0,62.8,1.7999999999999972,56.240875912408754,0.0033333333333333,62.78,1.7800000000000011,Madden 27 + nflverse performance
Princeton Fant,DAL,TE,TE,61.0,62.69,1.6899999999999977,51.51824817518248,0.0,62.69,1.6899999999999977,Madden 27 baseline
Jerand Bradley,LAC,TE,TE,61.0,62.67,1.6700000000000017,,0.0,62.67,1.6700000000000017,Madden 27 baseline
Lake McRee,PIT,TE,TE,61.0,62.97,1.9699999999999989,,0.0,62.97,1.9699999999999989,Madden 27 baseline
Riley Nowakowski,PIT,TE,TE,61.0,62.9,1.8999999999999986,,0.0,62.9,1.8999999999999986,Madden 27 baseline
Colson Yankoff,WAS,TE,TE,61.0,62.42,1.4200000000000017,57.84306569343066,0.005,62.4,1.3999999999999986,Madden 27 + nflverse performance
Stephen Carlson,CHI,TE,TE,60.0,61.78,1.7800000000000011,,0.0,61.78,1.7800000000000011,Madden 27 baseline
Caleb Lohner,DEN,TE,TE,60.0,61.97,1.9699999999999989,,0.0,61.97,1.9699999999999989,Madden 27 baseline
Messiah Swinson,GB,TE,TE,60.0,62.06,2.0600000000000023,,0.0,62.06,2.0600000000000023,Madden 27 baseline
Zaire Mitchell-Paden,NO,TE,TE,60.0,62.0,2.0,57.65693430656934,0.005,61.98,1.9799999999999969,Madden 27 + nflverse performance
Jaren Kanak,TEN,TE,TE,60.0,61.85,1.8500000000000014,,0.0,61.85,1.8500000000000014,Madden 27 baseline
Carter Runyon,LV,TE,TE,59.0,61.17,2.1700000000000017,54.27007299270073,0.0016666666666666,61.16,2.1599999999999966,Madden 27 + nflverse performance
Nikola Kalinic,CHI,TE,TE,58.0,60.4,2.3999999999999986,51.51824817518248,0.0,60.4,2.3999999999999986,Madden 27 baseline
Evan Svoboda,LAC,TE,TE,58.0,60.09,2.0900000000000034,,0.0,60.09,2.0900000000000034,Madden 27 baseline
Feleipe Franks,CAR,TE,TE,55.0,57.28,2.280000000000001,53.48905109489051,0.0,57.28,2.280000000000001,Madden 27 baseline
Ja'Marr Chase,CIN,WR,WR,99.0,98.32,-0.6800000000000068,93.6908713692946,0.2,97.39,-1.6099999999999994,Madden 27 + nflverse performance
Jaxon Smith-Njigba,SEA,WR,WR,99.0,98.27,-0.730000000000004,94.38796680497926,0.2,97.49,-1.5100000000000051,Madden 27 + nflverse performance
Puka Nacua,LA,WR,WR,98.0,97.23,-0.769999999999996,94.65352697095436,0.2,96.71,-1.2900000000000063,Madden 27 + nflverse performance
Amon-Ra St. Brown,DET,WR,WR,95.0,94.49,-0.5100000000000051,93.56224066390044,0.2,94.3,-0.7000000000000028,Madden 27 + nflverse performance
Justin Jefferson,MIN,WR,WR,94.0,94.01,0.010000000000005116,89.08713692946057,0.188,93.08,-0.9200000000000017,Madden 27 + nflverse performance
Justin Jefferson,MIN,WR,WR,94.0,94.01,0.010000000000005116,89.08713692946057,0.188,93.08,-0.9200000000000017,Madden 27 + nflverse performance
CeeDee Lamb,DAL,WR,WR,93.0,92.89,-0.10999999999999943,89.29253112033194,0.156,92.33,-0.6700000000000017,Madden 27 + nflverse performance
Drake London,ATL,WR,WR,92.0,91.24,-0.7600000000000051,88.90041493775934,0.1493333333333333,90.89,-1.1099999999999994,Madden 27 + nflverse performance
DeVonta Smith,PHI,WR,WR,92.0,91.68,-0.3199999999999932,88.10373443983403,0.1506666666666666,91.14,-0.8599999999999994,Madden 27 + nflverse performance
Mike Evans,SF,WR,WR,91.0,90.67,-0.3299999999999983,79.2116182572614,0.0826666666666666,89.72,-1.2800000000000011,Madden 27 + nflverse performance
Terry McLaurin,WAS,WR,WR,91.0,91.05,0.04999999999999716,81.93775933609957,0.08,90.32,-0.6800000000000068,Madden 27 + nflverse performance
Nico Collins,HOU,WR,WR,90.0,90.3,0.29999999999999716,91.60995850622407,0.16,90.51,0.5100000000000051,Madden 27 + nflverse performance
Davante Adams,LA,WR,WR,90.0,90.19,0.18999999999999773,88.88174273858921,0.152,89.99,-0.010000000000005116,Madden 27 + nflverse performance
George Pickens,DAL,WR,WR,89.0,89.03,0.030000000000001137,91.58091286307054,0.1826666666666666,89.5,0.5,Madden 27 + nflverse performance
A.J. Brown,NE,WR,WR,89.0,89.02,0.01999999999999602,89.59751037344398,0.1613333333333333,89.11,0.10999999999999943,Madden 27 + nflverse performance
Zay Flowers,BAL,WR,WR,88.0,87.57,-0.4300000000000068,92.0850622406639,0.1573333333333333,88.28,0.28000000000000114,Madden 27 + nflverse performance
Tee Higgins,CIN,WR,WR,87.0,87.2,0.20000000000000284,88.46680497925313,0.1306666666666666,87.37,0.37000000000000455,Madden 27 + nflverse performance
Courtland Sutton,DEN,WR,WR,87.0,86.78,-0.21999999999999886,90.09128630705396,0.1653333333333333,87.33,0.3299999999999983,Madden 27 + nflverse performance
Chris Olave,NO,WR,WR,87.0,87.44,0.4399999999999977,90.03734439834024,0.2,87.96,0.9599999999999937,Madden 27 + nflverse performance
Jaylen Waddle,DEN,WR,WR,86.0,85.84,-0.1599999999999966,90.1182572614108,0.1333333333333333,86.41,0.4099999999999966,Madden 27 + nflverse performance
Malik Nabers,NYG,WR,WR,86.0,86.32,0.3199999999999932,73.88589211618256,0.0466666666666666,85.74,-0.2600000000000051,Madden 27 + nflverse performance
Garrett Wilson,NYJ,WR,WR,86.0,86.11,0.10999999999999943,80.66804979253112,0.0786666666666666,85.68,-0.3199999999999932,Madden 27 + nflverse performance
Tetairoa McMillan,CAR,WR,WR,85.0,85.58,0.5799999999999983,89.80082987551867,0.1626666666666666,86.27,1.269999999999996,Madden 27 + nflverse performance
Jameson Williams,DET,WR,WR,85.0,84.53,-0.46999999999999886,91.36307053941908,0.136,85.46,0.45999999999999375,Madden 27 + nflverse performance
Rashee Rice,KC,WR,WR,85.0,85.53,0.5300000000000011,86.2759336099585,0.104,85.61,0.6099999999999994,Madden 27 + nflverse performance
DK Metcalf,PIT,WR,WR,85.0,85.54,0.5400000000000063,89.4688796680498,0.132,86.06,1.0600000000000023,Madden 27 + nflverse performance
DJ Moore,BUF,WR,WR,84.0,84.56,0.5600000000000023,88.17219917012447,0.1133333333333333,84.97,0.9699999999999989,Madden 27 + nflverse performance
Alec Pierce,IND,WR,WR,84.0,84.81,0.8100000000000023,87.07261410788382,0.112,85.06,1.0600000000000023,Madden 27 + nflverse performance
Jordan Addison,MIN,WR,WR,84.0,84.7,0.7000000000000028,85.6784232365145,0.1053333333333333,84.8,0.7999999999999972,Madden 27 + nflverse performance
Wan'Dale Robinson,TEN,WR,WR,84.0,84.28,0.28000000000000114,90.48340248962656,0.1866666666666666,85.44,1.4399999999999977,Madden 27 + nflverse performance
Khalil Shakir,BUF,WR,WR,83.0,83.4,0.4000000000000057,87.55186721991701,0.1266666666666666,83.93,0.9300000000000068,Madden 27 + nflverse performance
Ladd McConkey,LAC,WR,WR,83.0,83.43,0.4300000000000068,87.74896265560166,0.1413333333333333,84.04,1.0400000000000063,Madden 27 + nflverse performance
Michael Pittman,PIT,WR,WR,83.0,83.62,0.6200000000000045,88.55186721991701,0.148,84.35,1.3499999999999943,Madden 27 + nflverse performance
Cooper Kupp,SEA,WR,WR,83.0,83.91,0.9099999999999966,81.84647302904564,0.0933333333333333,83.72,0.7199999999999989,Madden 27 + nflverse performance
Rome Odunze,CHI,WR,WR,82.0,82.86,0.8599999999999994,85.48547717842324,0.12,83.18,1.1800000000000068,Madden 27 + nflverse performance
Jakobi Meyers,JAX,WR,WR,82.0,82.7,0.7000000000000028,88.350622406639,0.1466666666666666,83.53,1.5300000000000011,Madden 27 + nflverse performance
Chris Godwin Jr,TB,WR,WR,82.0,83.28,1.2800000000000011,77.65352697095436,0.068,82.9,0.9000000000000057,Madden 27 + nflverse performance
Michael Wilson,ARI,WR,WR,81.0,81.91,0.9099999999999966,89.86514522821577,0.168,83.25,2.25,Madden 27 + nflverse performance
Jerry Jeudy,CLE,WR,WR,81.0,81.64,0.6400000000000006,84.68879668049792,0.1413333333333333,82.07,1.0699999999999932,Madden 27 + nflverse performance
Parker Washington,JAX,WR,WR,81.0,81.92,0.9200000000000017,86.91078838174273,0.1266666666666666,82.55,1.5499999999999972,Madden 27 + nflverse performance
Brian Thomas Jr,JAX,WR,WR,81.0,81.89,0.8900000000000006,85.49585062240664,0.1213333333333333,82.33,1.3299999999999983,Madden 27 + nflverse performance
Jauan Jennings,MIN,WR,WR,81.0,81.61,0.6099999999999994,86.51867219917011,0.12,82.2,1.2000000000000028,Madden 27 + nflverse performance
