player_name,team,position,overall,speed,strength,agility,change_of_direction,injury,awareness,id,firstName,lastName,birthdate,height,weight,overallRating,college,handedness,age,jerseyNum,yearsPro,avatarUrl,archetype,iteration_id,iteration_label,stats_acceleration_value,stats_acceleration_diff,stats_agility_value,stats_agility_diff,stats_jumping_value,stats_jumping_diff,stats_stamina_value,stats_stamina_diff,stats_strength_value,stats_strength_diff,stats_awareness_value,stats_awareness_diff,stats_bCVision_value,stats_bCVision_diff,stats_blockShedding_value,stats_blockShedding_diff,stats_breakSack_value,stats_breakSack_diff,stats_breakTackle_value,stats_breakTackle_diff,stats_carrying_value,stats_carrying_diff,stats_catchInTraffic_value,stats_catchInTraffic_diff,stats_catching_value,stats_catching_diff,stats_changeOfDirection_value,stats_changeOfDirection_diff,stats_deepRouteRunning_value,stats_deepRouteRunning_diff,stats_finesseMoves_value,stats_finesseMoves_diff,stats_hitPower_value,stats_hitPower_diff,stats_impactBlocking_value,stats_impactBlocking_diff,stats_injury_value,stats_injury_diff,stats_jukeMove_value,stats_jukeMove_diff,stats_kickAccuracy_value,stats_kickAccuracy_diff,stats_kickPower_value,stats_kickPower_diff,stats_kickReturn_value,stats_kickReturn_diff,stats_leadBlock_value,stats_leadBlock_diff,stats_manCoverage_value,stats_manCoverage_diff,stats_mediumRouteRunning_value,stats_mediumRouteRunning_diff,stats_overall_value,stats_overall_diff,stats_passBlock_value,stats_passBlock_diff,stats_passBlockFinesse_value,stats_passBlockFinesse_diff,stats_passBlockPower_value,stats_passBlockPower_diff,stats_playAction_value,stats_playAction_diff,stats_playRecognition_value,stats_playRecognition_diff,stats_powerMoves_value,stats_powerMoves_diff,stats_press_value,stats_press_diff,stats_pursuit_value,stats_pursuit_diff,stats_release_value,stats_release_diff,stats_runBlock_value,stats_runBlock_diff,stats_runBlockFinesse_value,stats_runBlockFinesse_diff,stats_runBlockPower_value,stats_runBlockPower_diff,stats_runningStyle_value,stats_runningStyle_diff,stats_shortRouteRunning_value,stats_shortRouteRunning_diff,stats_spectacularCatch_value,stats_spectacularCatch_diff,stats_speed_value,stats_speed_diff,stats_spinMove_value,stats_spinMove_diff,stats_stiffArm_value,stats_stiffArm_diff,stats_tackle_value,stats_tackle_diff,stats_throwAccuracyDeep_value,stats_throwAccuracyDeep_diff,stats_throwAccuracyMid_value,stats_throwAccuracyMid_diff,stats_throwAccuracyShort_value,stats_throwAccuracyShort_diff,stats_throwOnTheRun_value,stats_throwOnTheRun_diff,stats_throwPower_value,stats_throwPower_diff,stats_throwUnderPressure_value,stats_throwUnderPressure_diff,stats_toughness_value,stats_toughness_diff,stats_trucking_value,stats_trucking_diff,stats_zoneCoverage_value,stats_zoneCoverage_diff,playerAbilities,identity_source
Nehemiah Pritchett,SEA,DB,69,94,50,85,86,89,64,14963,Nehemiah,Pritchett,2001-02-11,72,190,69,Auburn,1,24,28,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10215.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,85,0,83,0,85,0,50,0,64,0,67,0,44,0,21,0,66,0,55,0,50,0,62,0,86,0,25,0,32,0,55,0,42,0,89,0,71,0,18,0,22,0,83,0,14,0,66,0,30,0,69,0,30,0,21,0,22,0,9,0,62,0,23,0,74,0,69,0,42,0,35,0,24,0,25,0,Default Stride High and Tight,0,35,0,58,0,94,0,65,0,43,0,53,0,6,0,8,0,12,0,6,0,24,0,10,0,75,0,23,0,73,0,,rosters.csv
Nick Hampton,CAR,LB,69,86,65,83,69,87,62,22979,Nick,Hampton,2000-04-05,74,250,69,Appalach. St.,1,25,6,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2180.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,83,0,85,0,76,0,65,0,62,0,43,0,68,0,23,0,23,0,45,0,40,0,40,0,69,0,15,0,66,0,80,0,66,0,87,0,55,0,13,0,14,0,15,0,25,0,44,0,20,0,69,0,35,0,35,0,35,0,11,0,63,0,67,0,47,0,83,0,12,0,40,0,40,0,40,0,Default Stride Loose,0,20,0,39,0,86,0,47,0,45,0,78,0,14,0,17,0,22,0,19,0,31,0,9,0,88,0,33,0,52,0,,rosters.csv
Nick Bellore,WAS,LB,69,85,80,79,76,87,71,10939,Nick,Bellore,1989-05-12,73,250,69,Central Michigan,1,36,57,14,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4947.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,80,0,79,0,79,0,78,0,80,0,71,0,50,0,67,0,12,0,28,0,68,0,47,0,61,0,76,0,33,0,50,0,73,0,67,0,87,0,56,0,16,0,20,0,10,0,77,0,58,0,40,0,69,0,66,0,38,0,43,0,6,0,68,0,64,0,50,0,76,0,41,0,63,0,53,0,57,0,Default Stride Awkward,0,52,0,40,0,85,0,48,0,55,0,83,0,6,0,6,0,6,0,6,0,25,0,10,0,80,0,60,0,70,0,,rosters.csv
Pat O'Donnell,,,69,78,59,69,57,85,55,2002,Pat,O'Donnell,1991-02-22,76,220,69,Miami,1,34,39,11,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/6542.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,78,0,69,0,73,0,87,0,59,0,55,0,35,0,24,0,26,0,19,0,44,0,15,0,34,0,57,0,10,0,10,0,52,0,20,0,85,0,54,0,72,0,90,0,10,0,14,0,13,0,10,0,69,0,10,0,10,0,10,0,20,0,25,0,10,0,10,0,60,0,15,0,20,0,16,0,16,0,Default,0,10,0,20,0,78,0,40,0,25,0,24,0,27,0,32,0,36,0,24,0,49,0,13,0,65,0,15,0,22,0,,ea
Raheim Sanders,CLE,RB,69,90,72,84,84,83,69,15032,Raheim,Sanders,2003-06-08,72,217,69,South Carolina,1,22,35,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10717.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,84,0,87,0,85,0,72,0,69,0,78,0,37,0,28,0,79,0,88,0,51,0,67,0,84,0,42,0,31,0,32,0,55,0,83,0,80,0,19,0,22,0,64,0,35,0,25,0,52,0,69,0,46,0,37,0,35,0,21,0,39,0,27,0,27,0,34,0,48,0,37,0,30,0,28,0,Default,0,60,0,49,0,90,0,70,0,74,0,34,0,10,0,15,0,18,0,16,0,22,0,21,0,82,0,78,0,31,0,,rosters.csv
Robert Longerbeam,BAL,DB,69,93,57,85,87,85,65,15324,Robert,Longerbeam,2001-01-18,71,175,69,Rutgers,1,24,37,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10637.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,85,0,87,0,88,0,57,0,65,0,76,0,42,0,46,0,52,0,60,0,60,0,73,0,87,0,15,0,27,0,46,0,42,0,85,0,73,0,30,0,24,0,45,0,25,0,69,0,18,0,69,0,35,0,35,0,25,0,41,0,64,0,23,0,65,0,71,0,25,0,35,0,35,0,25,0,Short Stride Default,0,20,0,66,0,93,0,62,0,39,0,47,0,41,0,44,0,48,0,49,0,48,0,41,0,85,0,34,0,68,0,,rosters.csv
Salvon Ahmed,CHI,RB,69,91,62,83,81,87,68,20930,Salvon,Ahmed,1998-12-29,71,197,69,Washington,1,26,36,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/70.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,83,0,83,0,84,0,62,0,68,0,77,0,30,0,24,0,77,0,86,0,47,0,65,0,81,0,50,0,12,0,20,0,36,0,87,0,81,0,10,0,16,0,75,0,37,0,31,0,53,0,69,0,54,0,30,0,35,0,15,0,30,0,10,0,22,0,41,0,46,0,30,0,23,0,19,0,Default Stride Loose,0,56,0,44,0,91,0,73,0,63,0,31,0,15,0,20,0,25,0,15,0,30,0,20,0,83,0,61,0,27,0,,rosters.csv
Sam Franklin Jr,BUF,DB,69,86,66,84,79,89,73,21401,Sam,Franklin Jr,1996-02-02,75,210,69,Temple,1,29,28,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1431.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,88,0,84,0,85,0,87,0,66,0,73,0,68,0,59,0,14,0,49,0,57,0,64,0,68,0,79,0,29,0,58,0,78,0,62,0,89,0,73,0,17,0,18,0,45,0,19,0,65,0,38,0,69,0,35,0,34,0,33,0,6,0,72,0,50,0,59,0,73,0,40,0,35,0,34,0,33,0,Default Stride Loose,0,41,0,62,0,86,0,62,0,50,0,63,0,6,0,6,0,6,0,6,0,27,0,19,0,79,0,39,0,70,0,,rosters.csv
Scott Matlock,LAC,RB,69,74,85,73,61,90,72,23268,Scott,Matlock,2000-06-28,76,296,69,Boise State,1,25,44,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4689.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,81,0,73,0,73,0,74,0,85,0,72,0,26,0,67,0,13,0,30,0,70,0,55,0,68,0,61,0,39,0,64,0,77,0,78,0,90,0,41,0,16,0,18,0,10,0,87,0,15,0,48,0,69,0,66,0,51,0,55,0,8,0,67,0,70,0,20,0,79,0,48,0,70,0,58,0,61,0,Default Stride Awkward,0,58,0,56,0,74,0,35,0,35,0,76,0,7,0,10,0,13,0,7,0,22,0,9,0,79,0,40,0,19,0,,rosters.csv
Shaun Dolac,LA,LB,69,85,73,86,82,86,67,4626,Shaun,Dolac,2001-09-14,73,225,69,Buffalo,1,23,56,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/11085.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,86,0,85,0,87,0,73,0,67,0,43,0,65,0,22,0,37,0,59,0,46,0,46,0,82,0,20,0,53,0,80,0,72,0,86,0,41,0,17,0,23,0,10,0,25,0,56,0,25,0,69,0,45,0,45,0,45,0,6,0,68,0,49,0,46,0,81,0,25,0,45,0,45,0,45,0,Default Stride Loose,0,32,0,48,0,85,0,44,0,45,0,81,0,6,0,6,0,6,0,6,0,24,0,12,0,86,0,45,0,62,0,,rosters.csv
Smael Mondon Jr,PHI,LB,69,86,70,83,78,85,68,15247,Smael,Mondon Jr,2003-02-13,74,224,69,Georgia,1,22,42,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10667.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,92,0,83,0,82,0,86,0,70,0,68,0,48,0,68,0,32,0,37,0,59,0,47,0,52,0,78,0,22,0,53,0,80,0,70,0,85,0,46,0,17,0,21,0,10,0,22,0,56,0,25,0,69,0,45,0,45,0,45,0,16,0,67,0,51,0,50,0,80,0,23,0,45,0,45,0,45,0,Default Stride High and Tight,0,28,0,48,0,86,0,45,0,41,0,81,0,19,0,22,0,25,0,30,0,26,0,19,0,92,0,41,0,65,0,,rosters.csv
T.J. Bass,DAL,OL,69,56,85,52,47,92,70,22890,T.J.,Bass,1999-03-31,76,325,69,Oregon,1,26,66,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2809.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,71,0,52,0,71,0,82,0,85,0,70,0,41,0,43,0,18,0,40,0,50,0,40,0,45,0,47,0,30,0,41,0,52,0,79,0,92,0,41,0,11,0,15,0,9,0,79,0,12,0,37,0,69,0,73,0,72,0,76,0,6,0,46,0,55,0,10,0,52,0,42,0,71,0,70,0,75,0,Default Stride Awkward,0,42,0,42,0,56,0,35,0,45,0,47,0,6,0,6,0,6,0,6,0,18,0,14,0,87,0,45,0,14,0,,rosters.csv
T.J. Tampa,BAL,DB,69,88,60,86,87,93,68,14936,T.J.,Tampa,2002-03-13,74,200,69,Iowa State,1,23,27,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10259.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,88,0,86,0,91,0,86,0,60,0,68,0,71,0,51,0,24,0,66,0,62,0,67,0,73,0,87,0,47,0,43,0,72,0,56,0,93,0,70,0,15,0,20,0,68,0,25,0,71,0,51,0,69,0,15,0,10,0,12,0,21,0,72,0,35,0,75,0,69,0,53,0,25,0,20,0,20,0,Default Stride Loose,0,54,0,71,0,88,0,66,0,45,0,54,0,23,0,32,0,33,0,22,0,40,0,11,0,85,0,44,0,68,0,,rosters.csv
Ta'Quon Graham,PHI,DL,69,74,86,72,57,91,64,21520,Ta'Quon,Graham,1998-12-01,76,294,69,Texas,1,26,95,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/817.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,79,0,72,0,79,0,77,0,86,0,64,0,41,0,75,0,12,0,24,0,25,0,14,0,25,0,57,0,3,0,65,0,80,0,81,0,91,0,32,0,17,0,17,0,9,0,14,0,19,0,5,0,69,0,44,0,45,0,44,0,6,0,62,0,72,0,19,0,76,0,15,0,45,0,45,0,46,0,Long Stride Loose,0,12,0,14,0,74,0,27,0,28,0,78,0,6,0,6,0,6,0,6,0,23,0,12,0,88,0,30,0,27,0,,rosters.csv
Terell Smith,CHI,DB,69,92,63,83,81,87,64,23152,Terell,Smith,1999-07-27,72,204,69,Minnesota,1,26,32,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2403.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,95,0,83,0,82,0,89,0,63,0,64,0,70,0,56,0,14,0,67,0,56,0,58,0,65,0,81,0,16,0,45,0,79,0,58,0,87,0,70,0,11,0,19,0,66,0,25,0,63,0,26,0,69,0,35,0,35,0,35,0,6,0,65,0,35,0,76,0,74,0,25,0,35,0,35,0,35,0,Long Stride Loose,0,33,0,63,0,92,0,65,0,58,0,64,0,6,0,6,0,6,0,6,0,26,0,12,0,85,0,48,0,70,0,,rosters.csv
Terrance Ferguson,LA,TE,69,85,73,78,68,90,67,15105,Terrance,Ferguson,2003-03-07,77,247,69,Oregon,1,22,18,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10552.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,78,0,92,0,87,0,73,0,67,0,76,0,46,0,32,0,70,0,76,0,76,0,76,0,68,0,56,0,45,0,33,0,65,0,90,0,61,0,21,0,36,0,27,0,55,0,39,0,62,0,69,0,55,0,53,0,55,0,28,0,37,0,41,0,22,0,48,0,70,0,57,0,59,0,54,0,Long Stride Default,0,68,0,80,0,85,0,53,0,71,0,39,0,18,0,11,0,10,0,25,0,29,0,21,0,89,0,69,0,46,0,,rosters.csv
Travis Homer,PIT,RB,69,91,62,81,83,90,73,20640,Travis,Homer,1998-08-07,70,211,69,Miami,1,27,21,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9507.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,81,0,90,0,83,0,62,0,73,0,76,0,38,0,23,0,74,0,84,0,53,0,69,0,83,0,45,0,10,0,32,0,46,0,90,0,81,0,14,0,19,0,73,0,37,0,15,0,52,0,69,0,55,0,36,0,41,0,13,0,20,0,10,0,17,0,39,0,53,0,34,0,24,0,25,0,Default Stride High and Tight,0,60,0,50,0,91,0,71,0,65,0,35,0,12,0,15,0,21,0,15,0,25,0,11,0,82,0,72,0,20,0,,rosters.csv
Trey Pipkins III,LAC,OL,69,69,83,64,53,88,82,20678,Trey,Pipkins III,1996-09-05,78,307,69,Sioux Falls,1,28,79,6,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/9598.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,74,0,64,0,81,0,84,0,83,0,82,0,10,0,40,0,12,0,5,0,42,0,34,0,47,0,53,0,15,0,30,0,35,0,82,0,88,0,10,0,11,0,21,0,10,0,78,0,12,0,20,0,69,0,72,0,70,0,74,0,6,0,24,0,40,0,10,0,35,0,37,0,75,0,77,0,73,0,Long Stride Awkward,0,26,0,32,0,69,0,10,0,10,0,40,0,6,0,6,0,6,0,6,0,16,0,13,0,85,0,21,0,12,0,,rosters.csv
Tyler Badie,DEN,RB,69,90,74,83,82,87,68,22052,Tyler,Badie,2000-02-07,68,197,69,Missouri,1,25,28,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1152.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,94,0,83,0,81,0,87,0,74,0,68,0,76,0,30,0,23,0,75,0,90,0,53,0,69,0,82,0,52,0,10,0,31,0,37,0,87,0,76,0,15,0,18,0,72,0,38,0,19,0,58,0,69,0,45,0,28,0,23,0,14,0,24,0,10,0,20,0,36,0,55,0,39,0,27,0,21,0,Default,0,62,0,55,0,90,0,72,0,70,0,34,0,10,0,15,0,20,0,17,0,25,0,12,0,85,0,76,0,28,0,,rosters.csv
Tyler Baron,NYJ,DL,69,85,76,73,65,86,69,15185,Tyler,Baron,2001-10-22,77,258,69,Miami,1,23,94,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10484.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,73,0,84,0,76,0,76,0,69,0,33,0,78,0,22,0,24,0,44,0,29,0,36,0,65,0,6,0,68,0,81,0,77,0,86,0,30,0,21,0,19,0,27,0,27,0,31,0,10,0,69,0,45,0,45,0,45,0,15,0,67,0,72,0,26,0,76,0,20,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,27,0,85,0,30,0,31,0,77,0,19,0,10,0,16,0,13,0,12,0,15,0,82,0,24,0,38,0,,rosters.csv
Tyrod Taylor,GB,QB,69,86,57,86,83,82,66,10583,Tyrod,Taylor,1989-08-03,73,217,69,Virginia Tech,1,36,2,14,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/4490.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,86,0,86,0,85,0,75,0,57,0,66,0,84,0,25,0,76,0,71,0,66,0,54,0,63,0,83,0,15,0,10,0,12,0,34,0,82,0,72,0,17,0,19,0,15,0,25,0,18,0,24,0,69,0,23,0,20,0,18,0,77,0,20,0,10,0,15,0,35,0,33,0,20,0,15,0,15,0,Default,0,35,0,55,0,86,0,69,0,60,0,37,0,78,0,77,0,83,0,80,0,87,0,79,0,80,0,42,0,25,0,,rosters.csv
Ventrell Miller,JAX,LB,69,83,74,76,72,82,71,22202,Ventrell,Miller,1999-01-15,72,221,69,Florida,1,26,51,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/2311.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,87,0,76,0,80,0,85,0,74,0,71,0,62,0,67,0,12,0,49,0,55,0,52,0,58,0,72,0,6,0,49,0,85,0,78,0,82,0,55,0,14,0,15,0,10,0,36,0,61,0,8,0,69,0,35,0,35,0,35,0,5,0,73,0,54,0,48,0,80,0,25,0,45,0,45,0,45,0,Short Stride Loose,0,15,0,54,0,83,0,48,0,45,0,78,0,7,0,11,0,14,0,6,0,17,0,13,0,90,0,45,0,69,0,,rosters.csv
Vernon Broughton,NO,DL,69,72,86,63,59,88,69,15217,Vernon,Broughton,2001-07-15,77,311,69,Texas,1,24,91,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10502.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,80,0,63,0,72,0,76,0,86,0,69,0,46,0,74,0,17,0,36,0,62,0,46,0,51,0,59,0,38,0,72,0,82,0,86,0,88,0,41,0,23,0,26,0,28,0,25,0,9,0,42,0,69,0,45,0,45,0,45,0,13,0,68,0,77,0,15,0,72,0,44,0,45,0,45,0,45,0,Long Stride Awkward,0,45,0,50,0,72,0,33,0,42,0,76,0,7,0,7,0,12,0,11,0,13,0,12,0,87,0,46,0,15,0,,rosters.csv
Will Levis,TEN,QB,69,80,69,83,79,87,58,22687,Will,Levis,1999-06-27,76,229,69,Kentucky,1,26,8,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/7889.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,85,0,83,0,89,0,80,0,69,0,58,0,82,0,18,0,67,0,72,0,62,0,13,0,47,0,79,0,11,0,10,0,20,0,26,0,87,0,66,0,16,0,27,0,10,0,19,0,10,0,13,0,69,0,13,0,10,0,10,0,78,0,12,0,10,0,10,0,22,0,14,0,20,0,16,0,12,0,Default,0,16,0,16,0,80,0,73,0,53,0,25,0,80,0,78,0,83,0,80,0,94,0,76,0,93,0,68,0,15,0,,rosters.csv
Aeneas Peebles,BAL,DL,68,73,81,64,57,93,68,15213,Aeneas,Peebles,2001-09-03,73,282,68,Virginia Tech,1,23,93,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10690.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,81,0,64,0,80,0,83,0,81,0,68,0,29,0,75,0,12,0,23,0,38,0,20,0,27,0,57,0,10,0,75,0,77,0,80,0,93,0,20,0,19,0,20,0,25,0,26,0,16,0,12,0,68,0,45,0,45,0,45,0,6,0,64,0,77,0,22,0,76,0,18,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,22,0,73,0,19,0,28,0,78,0,6,0,6,0,6,0,6,0,23,0,10,0,88,0,26,0,21,0,,rosters.csv
Alex Palczewski,DEN,OL,68,63,82,60,58,85,75,23358,Alex,Palczewski,1999-08-03,78,314,68,Illinois,1,26,63,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10434.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,75,0,60,0,71,0,79,0,82,0,75,5,17,0,37,0,12,0,11,0,43,0,21,0,25,0,58,0,7,0,30,0,40,0,74,0,85,0,26,0,10,0,15,0,5,0,83,0,12,0,15,0,68,3,71,0,73,0,69,0,5,0,25,0,40,0,10,0,32,0,15,0,72,2,74,2,70,2,Long Stride Awkward,0,25,0,25,0,63,0,13,0,28,0,38,0,6,0,7,0,8,0,6,0,16,0,5,0,78,0,26,0,12,0,,rosters.csv
Arian Smith,NYJ,WR,68,94,64,90,89,86,71,15087,Arian,Smith,2001-10-11,72,179,68,Georgia,1,23,82,0,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10734.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,91,0,90,0,89,0,81,0,64,0,71,0,74,0,30,0,32,0,69,0,71,0,71,0,75,0,89,0,71,0,24,0,24,0,41,0,86,0,72,0,21,0,19,0,55,0,24,0,68,0,70,0,68,0,25,0,15,0,24,0,21,0,45,0,23,0,30,0,29,0,66,0,47,0,30,0,20,0,Default Stride Loose,0,71,0,71,0,94,0,68,0,38,0,31,0,15,0,10,0,7,0,7,0,12,0,31,0,83,0,41,0,51,0,,rosters.csv
Ben Cleveland,LAC,OL,68,70,90,65,49,85,68,21641,Ben,Cleveland,1998-08-25,78,370,68,Georgia,1,27,66,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/733.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,72,0,65,0,70,0,83,0,90,0,68,0,10,0,35,0,12,0,12,0,14,0,13,0,12,0,49,0,5,0,12,0,30,0,76,0,85,0,11,0,12,0,13,0,10,0,78,0,11,0,5,0,68,0,68,0,66,0,72,0,5,0,17,0,21,0,10,0,17,0,13,0,72,0,71,0,73,0,Default Stride Awkward,0,12,0,15,0,70,0,10,0,26,0,31,0,5,0,5,0,5,0,5,0,23,0,10,0,85,0,32,0,11,0,,rosters.csv
Benito Jones,LV,DL,68,69,86,52,46,85,74,21132,Benito,Jones,1997-11-27,73,329,68,Ole Miss,1,27,95,5,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/406.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,68,0,52,0,67,0,77,0,86,0,74,0,30,0,73,0,12,0,17,0,25,0,24,0,37,0,46,0,3,0,72,0,78,0,83,0,85,0,26,0,20,0,20,0,10,0,36,0,20,0,5,0,68,0,45,0,45,0,45,0,6,0,71,0,65,0,20,0,75,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,13,0,31,0,69,0,19,0,36,0,79,0,6,0,6,0,6,0,6,0,23,0,10,0,93,0,47,0,28,0,,rosters.csv
Bo Melton,GB,DB,68,94,65,90,91,87,63,22084,Bo,Melton,1999-05-18,71,189,68,Rutgers,1,26,16,3,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1850.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,90,0,88,0,82,0,65,0,63,0,78,0,42,0,29,0,75,0,68,0,78,0,81,0,91,0,74,0,30,0,53,0,49,0,87,0,79,0,20,0,20,0,74,0,33,0,64,0,72,0,68,0,28,0,20,0,24,0,15,0,60,0,25,0,63,0,61,0,69,0,53,0,36,0,30,0,Short Stride Default,0,73,0,79,0,94,0,71,0,63,0,55,0,10,0,15,0,20,0,25,0,32,0,24,0,80,0,60,0,69,0,,rosters.csv
Brevin Jordan,HOU,TE,68,86,73,83,76,85,59,21562,Brevin,Jordan,2000-07-16,75,245,68,Miami,1,25,9,4,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/1379.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,83,0,85,0,82,0,73,0,59,0,82,0,43,0,32,0,74,0,74,0,77,0,79,0,76,0,55,0,27,0,41,0,65,0,85,0,78,0,11,0,15,0,42,0,51,0,15,0,59,0,68,0,59,0,56,0,58,0,21,0,29,0,21,0,20,0,46,0,70,0,58,0,56,0,58,0,Default,0,65,0,78,0,86,0,71,0,66,0,43,0,28,0,31,0,39,0,30,0,42,0,26,0,78,0,67,0,19,0,,rosters.csv
British Brooks,HOU,RB,68,86,78,81,74,88,61,1391,British,Brooks,1999-11-18,71,225,68,North Carolina,1,25,44,1,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10879.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,89,0,81,0,86,0,82,0,78,0,61,0,68,0,33,0,20,0,65,0,73,0,54,0,69,0,74,0,41,0,21,0,40,0,64,0,88,0,69,0,14,0,20,0,35,0,68,0,23,0,47,0,68,0,58,0,52,0,49,0,6,0,32,0,25,0,21,0,51,0,53,0,59,0,55,0,51,0,Default,0,51,0,51,0,86,0,60,0,71,0,39,0,6,0,6,0,6,0,6,0,25,0,10,0,85,0,69,0,32,0,,rosters.csv
Bryce Ford-Wheaton,,,68,92,68,84,84,88,65,22795,Bryce,Ford-Wheaton,2000-03-09,76,220,68,West Virginia,1,25,88,2,"https://ratings-images-prod.pulse.ea.com/madden-nfl-26/portraits/10898.png?im=FaceCrop,padding=0.7",,9-week-8,Week 8 Ratings,93,0,84,0,92,0,83,0,68,0,65,0,78,0,37,0,22,0,73,0,75,0,80,0,79,0,84,0,68,0,11,0,15,0,48,0,88,0,77,0,22,0,23,0,25,0,21,0,16,0,70,0,68,0,40,0,15,0,11,0,20,0,21,0,11,0,16,0,40,0,72,0,51,0,29,0,35,0,Long Stride Loose,0,72,0,82,0,92,0,63,0,65,0,38,0,18,0,19,0,21,0,23,0,37,0,22,0,83,0,53,0,24,0,,ea
